Year	Province_or_territory	Health_region	Nurse _practitioners	Registered_nurses	Registered_psychiatric nurses	Licensed_practical_nurses
2018	New Brunswick	Zone 7 (Miramichi Area)	5	389	0	176
2018	Quebec	Bas-Saint-Laurent Region	10	1574	0	663
2018	Quebec	Saguenay–Lac-Saint-Jean Region	12	2331	0	860
2018	Quebec	Capitale-Nationale Region	44	8021	0	2378
2018	Quebec	Mauricie et Centre-du-Québec Region	38	3548	0	1332
2018	Quebec	Estrie Region	36	3587	0	1478
2018	Quebec	Montréal Region	135	20369	0	6884
2018	Quebec	Outaouais Region	19	1964	0	765
2018	Quebec	Abitibi-Témiscamingue Region	14	1126	0	429
2018	Quebec	Côte-Nord Region	3	773	0	236
2018	Quebec	Nord-du-Québec Region	1	129	0	43
2018	Quebec	Gaspésie–Îles-de-la-Madeleine Region	7	813	0	355
2018	Quebec	Chaudière-Appalaches Region	18	2472	0	1033
2018	Quebec	Laval Region	13	2269	0	1072
2018	Quebec	Lanaudière Region	36	2374	0	1011
2018	Quebec	Laurentides Region	28	3001	0	1454
2018	Quebec	Montérégie Region	64	6848	0	2928
2018	Quebec	Nunavik Region	1	203	0	8
2018	Quebec	Terres-Cries-de-la-Baie-James Region	2	189	0	0
2018	Ontario	Erie St. Clair LHIN	175	3726	0	2561
2018	Ontario	South West LHIN	274	7801	0	3682
2018	Ontario	Waterloo Wellington LHIN	170	3812	0	2578
2018	Ontario	Hamilton Niagara Haldimand Brant LHIN	303	9515	0	5298
2018	Ontario	Central West LHIN	75	2974	0	1493
2018	Ontario	Mississauga Halton LHIN	122	5821	0	2767
2018	Ontario	Toronto Central LHIN	577	15643	0	4306
2018	Ontario	Central LHIN	143	7123	0	4074
2018	Ontario	Central East LHIN	229	6911	0	4609
2018	Ontario	South East LHIN	143	3895	0	2083
2018	Ontario	Champlain LHIN	260	9678	0	4175
2018	Ontario	North Simcoe Muskoka LHIN	120	2796	0	1885
2018	Ontario	North East LHIN	221	4648	0	2860
2018	Ontario	North West LHIN	137	2290	0	1206
2018	Manitoba	Winnipeg Regional Health Authority	103	6449	335	1306
2018	Manitoba	Prairie Mountain Health	21	1148	243	852
2018	Manitoba	Interlake–Eastern Regional Health Authority	20	975	166	311
2018	Manitoba	Northern Health Region	5	395	15	136
2018	Manitoba	Southern Health — Santé Sud	18	1203	86	508
2018	Saskatchewan	Sun Country Health Region	6	314	39	130
2018	Saskatchewan	Five Hills Health Region	8	350	65	104
2018	Saskatchewan	Cypress Health Region	10	265	13	145
2018	Saskatchewan	Regina Qu'Appelle Health Region	36	2681	219	880
2018	Saskatchewan	Sunrise Health Region	10	430	58	183
2018	Saskatchewan	Saskatoon Health Region	41	3594	103	787
2018	Saskatchewan	Heartland Health Region	8	269	8	113
2018	Saskatchewan	Kelsey Trail Health Region	15	226	6	115
2018	Saskatchewan	Prince Albert Parkland Health Region	28	632	50	290
2018	Saskatchewan	Prairie North Health Region	18	560	84	290
2018	Saskatchewan	Mamawetan Churchill River Health Region	5	76	2	38
2018	Saskatchewan	Keewatin Yatthé Health Region	7	46	1	26
2018	Saskatchewan	Athabasca Health Authority	2	12	1	2
2018	Alberta	South Zone	13	2200	39	949
2018	Alberta	Calgary Zone	173	12138	203	3464
2018	Alberta	Central Zone	17	3129	332	1552
2018	Alberta	Edmonton Zone	239	11917	461	4134
2018	Alberta	North Zone	33	2200	49	1149
2018	British Columbia	East Kootenay HSDA	4	490	14	223
2018	British Columbia	Kootenay–Boundary HSDA	6	525	26	186
2018	British Columbia	Okanagan HSDA	31	2733	176	1323
2018	British Columbia	Thompson/Cariboo HSDA	21	1525	106	561
2018	British Columbia	Fraser East HSDA	17	1878	185	718
2018	British Columbia	Fraser North HSDA	32	3625	445	1195
2018	British Columbia	Fraser South HSDA	30	3974	376	1531
2018	British Columbia	Richmond HSDA	1	724	48	214
2018	British Columbia	Vancouver HSDA	106	7482	459	1253
2018	British Columbia	North Shore/Coast Garibaldi HSDA	14	1465	96	505
2018	British Columbia	South Vancouver Island HSDA	25	3259	111	936
2018	British Columbia	Central Vancouver Island HSDA	24	1884	116	775
2018	British Columbia	North Vancouver Island HSDA	10	896	31	321
2018	British Columbia	Northwest HSDA	2	451	8	159
2018	British Columbia	Northern Interior HSDA	20	1088	34	393
2018	British Columbia	Northeast HSDA	0	259	21	130
2018	Yukon	Yukon	5	329	0	0
2018	Northwest Territories/Nunavut	Northwest Territories/Nunavut	44	719	0	93
2019	Newfoundland and Labrador	Eastern Health	94	3360	0	1197
2019	Newfoundland and Labrador	Central Health	32	671	0	510
2019	Newfoundland and Labrador	Western Health	22	734	0	399
2019	Newfoundland and Labrador	Labrador–Grenfell Health	23	322	0	166
2019	Prince Edward Island	Health PEI	34	1396	0	0
2019	Nova Scotia	Western Zone	39	1268	0	999
2019	Nova Scotia	Northern Zone	23	990	0	656
2019	Nova Scotia	Eastern Zone	28	1703	0	946
2019	Nova Scotia	Central Zone	100	4194	0	1443
2019	New Brunswick	Zone 1 (Moncton Area)	31	1984	0	0
2019	New Brunswick	Zone 2 (Saint John Area)	29	1691	0	0
2019	New Brunswick	Zone 3 (Fredericton Area)	36	1356	0	0
2019	New Brunswick	Zone 4 (Edmundston Area)	7	486	0	0
2019	New Brunswick	Zone 5 (Campbellton Area)	9	327	0	0
2019	New Brunswick	Zone 6 (Bathurst Area)	12	685	0	0
2019	New Brunswick	Zone 7 (Miramichi Area)	6	395	0	0
2019	Quebec	Bas-Saint-Laurent Region	9	1549	0	665
2019	Quebec	Saguenay–Lac-Saint-Jean Region	14	2339	0	855
2019	Quebec	Capitale-Nationale Region	51	7998	0	2442
2019	Quebec	Mauricie et Centre-du-Québec Region	41	3560	0	1372
2019	Quebec	Estrie Region	35	3611	0	1534
2019	Quebec	Montréal Region	149	20521	0	7092
2019	Quebec	Outaouais Region	20	1919	0	774
2019	Quebec	Abitibi-Témiscamingue Region	15	1073	0	408
2019	Quebec	Côte-Nord Region	4	738	0	248
2019	Quebec	Nord-du-Québec Region	1	129	0	44
2019	Quebec	Gaspésie–Îles-de-la-Madeleine Region	10	786	0	364
2019	Quebec	Chaudière-Appalaches Region	19	2463	0	1053
2019	Quebec	Laval Region	13	2168	0	1145
2019	Quebec	Lanaudière Region	35	2403	0	1080
2019	Quebec	Laurentides Region	31	3014	0	1567
2019	Quebec	Montérégie Region	71	6917	0	3174
2019	Quebec	Nunavik Region	0	200	0	7
2019	Quebec	Terres-Cries-de-la-Baie-James Region	1	197	0	0
2019	Ontario	Erie St. Clair LHIN	184	3828	0	2785
2019	Ontario	South West LHIN	290	7886	0	3867
2019	Ontario	Waterloo Wellington LHIN	178	3837	0	2662
2019	Ontario	Hamilton Niagara Haldimand Brant LHIN	335	9639	0	5505
2019	Ontario	Central West LHIN	72	2845	0	1517
2019	Ontario	Mississauga Halton LHIN	137	6304	0	2965
2019	Ontario	Toronto Central LHIN	614	15965	0	4577
2019	Ontario	Central LHIN	192	7368	0	4404
2019	Ontario	Central East LHIN	250	7066	0	4875
2019	Ontario	South East LHIN	155	3939	0	2176
2019	Ontario	Champlain LHIN	277	9773	0	4472
2019	Ontario	North Simcoe Muskoka LHIN	125	2913	0	1961
2019	Ontario	North East LHIN	223	4635	0	2949
2019	Ontario	North West LHIN	151	2349	0	1247
2019	Manitoba	Winnipeg Regional Health Authority	0	0	333	1360
2019	Manitoba	Prairie Mountain Health	0	0	233	875
2019	Manitoba	Interlake–Eastern Regional Health Authority	0	0	167	326
2019	Manitoba	Northern Health Region	0	0	13	134
2019	Manitoba	Southern Health — Santé Sud	0	0	79	552
2019	Saskatchewan	Sun Country Health Region	8	339	34	123
2019	Saskatchewan	Five Hills Health Region	14	360	49	97
2019	Saskatchewan	Cypress Health Region	9	280	12	149
2019	Saskatchewan	Regina Qu'Appelle Health Region	42	2775	222	848
2019	Saskatchewan	Sunrise Health Region	11	438	54	180
2019	Saskatchewan	Saskatoon Health Region	45	3723	109	799
2019	Saskatchewan	Heartland Health Region	8	268	8	118
2019	Saskatchewan	Kelsey Trail Health Region	17	238	5	106
2019	Saskatchewan	Prince Albert Parkland Health Region	30	640	42	275
2019	Saskatchewan	Prairie North Health Region	17	563	77	273
2019	Saskatchewan	Mamawetan Churchill River Health Region	10	82	3	32
2019	Saskatchewan	Keewatin Yatthé Health Region	10	45	0	21
2019	Saskatchewan	Athabasca Health Authority	3	10	2	4
2019	Alberta	South Zone	14	2216	33	994
2019	Alberta	Calgary Zone	192	12306	198	3818
2019	Alberta	Central Zone	20	3154	334	1677
2019	Alberta	Edmonton Zone	271	12114	466	4423
2019	Alberta	North Zone	33	2300	44	1214
2019	British Columbia	East Kootenay HSDA	4	461	0	228
2019	British Columbia	Kootenay–Boundary HSDA	9	528	0	187
2019	British Columbia	Okanagan HSDA	30	2686	0	1358
2019	British Columbia	Thompson/Cariboo HSDA	24	1469	0	591
2019	British Columbia	Fraser East HSDA	30	1815	0	770
2019	British Columbia	Fraser North HSDA	26	3477	0	1222
2019	British Columbia	Fraser South HSDA	44	3811	0	1542
2019	British Columbia	Richmond HSDA	2	696	0	217
2019	British Columbia	Vancouver HSDA	121	7297	0	1274
2019	British Columbia	North Shore/Coast Garibaldi HSDA	20	1402	0	505
2019	British Columbia	South Vancouver Island HSDA	32	3169	0	937
2019	British Columbia	Central Vancouver Island HSDA	27	1850	0	797
2019	British Columbia	North Vancouver Island HSDA	13	889	0	348
2019	British Columbia	Northwest HSDA	7	423	0	153
2019	British Columbia	Northern Interior HSDA	27	1072	0	401
2019	British Columbia	Northeast HSDA	3	262	0	139
2019	Yukon	Yukon	7	328	0	0
2019	Northwest Territories/Nunavut	Northwest Territories/Nunavut	0	591	0	99
2020	Newfoundland and Labrador	Eastern Health	104	3388	0	1168
2020	Newfoundland and Labrador	Central Health	30	662	0	470
2020	Newfoundland and Labrador	Western Health	23	721	0	401
2020	Newfoundland and Labrador	Labrador–Grenfell Health	20	325	0	160
2020	Prince Edward Island	Health PEI	41	1385	0	704
2020	Nova Scotia	Nova Scotia (district health authorities)	199	8441	0	4071
2020	Nova Scotia	Western Zone	39	1319	0	975
2020	Nova Scotia	Northern Zone	24	1015	0	692
2020	Nova Scotia	Eastern Zone	27	1714	0	943
2020	Nova Scotia	Central Zone	105	4343	0	1461
2020	New Brunswick	Zone 1 (Moncton Area)	40	2010	0	549
2020	New Brunswick	Zone 2 (Saint John Area)	31	1700	0	702
2020	New Brunswick	Zone 3 (Fredericton Area)	36	1345	0	590
2020	New Brunswick	Zone 4 (Edmundston Area)	6	469	0	189
2020	New Brunswick	Zone 5 (Campbellton Area)	10	314	0	136
2020	New Brunswick	Zone 6 (Bathurst Area)	9	690	0	316
2020	New Brunswick	Zone 7 (Miramichi Area)	7	384	0	167
2020	Quebec	Bas-Saint-Laurent Region	8	1544	0	683
2020	Quebec	Saguenay–Lac-Saint-Jean Region	13	2314	0	895
2020	Quebec	Capitale-Nationale Region	69	8034	0	2608
2020	Quebec	Mauricie et Centre-du-Québec Region	48	3551	0	1447
2020	Quebec	Estrie Region	42	3658	0	1583
2020	Quebec	Montréal Region	200	20585	0	7546
2020	Quebec	Outaouais Region	26	1954	0	814
2020	Quebec	Abitibi-Témiscamingue Region	16	1080	0	442
2020	Quebec	Côte-Nord Region	6	720	0	273
2020	Quebec	Nord-du-Québec Region	1	125	0	42
2020	Quebec	Gaspésie–Îles-de-la-Madeleine Region	11	792	0	374
2020	Quebec	Chaudière-Appalaches Region	32	2450	0	1093
2020	Quebec	Laval Region	24	2301	0	1269
2020	Quebec	Lanaudière Region	44	2359	0	1188
2020	Quebec	Laurentides Region	36	3030	0	1711
2020	Quebec	Montérégie Region	79	6908	0	3410
2020	Quebec	Nunavik Region	0	197	0	13
2020	Quebec	Terres-Cries-de-la-Baie-James Region	0	210	0	0
2020	Ontario	Erie St. Clair LHIN	192	3805	0	2831
2020	Ontario	South West LHIN	298	7880	0	3989
2020	Ontario	Waterloo Wellington LHIN	185	3797	0	2684
2020	Ontario	Hamilton Niagara Haldimand Brant LHIN	357	9716	0	5604
2020	Ontario	Central West LHIN	79	2868	0	1557
2020	Ontario	Mississauga Halton LHIN	155	6450	0	3049
2020	Ontario	Toronto Central LHIN	650	15852	0	4860
2020	Ontario	Central LHIN	198	7557	0	4540
2020	Ontario	Central East LHIN	253	7068	0	5072
2020	Ontario	South East LHIN	165	3967	0	2168
2020	Ontario	Champlain LHIN	289	9769	0	4544
2020	Ontario	North Simcoe Muskoka LHIN	127	2928	0	2026
2020	Ontario	North East LHIN	232	4669	0	2980
2020	Ontario	North West LHIN	151	2390	0	1292
2020	Manitoba	Winnipeg Regional Health Authority	0	0	348	1383
2020	Manitoba	Prairie Mountain Health	0	0	244	875
2020	Manitoba	Interlake–Eastern Regional Health Authority	0	0	174	318
2020	Manitoba	Northern Health Region	0	0	14	129
2020	Manitoba	Southern Health — Santé Sud	0	0	75	541
2020	Saskatchewan	Sun Country Health Region	8	329	39	129
2020	Saskatchewan	Five Hills Health Region	9	334	42	105
2020	Saskatchewan	Cypress Health Region	7	257	12	155
2020	Saskatchewan	Regina Qu'Appelle Health Region	40	2691	223	915
2020	Saskatchewan	Sunrise Health Region	7	398	55	188
2020	Saskatchewan	Saskatoon Health Region	55	3883	105	856
2020	Saskatchewan	Heartland Health Region	6	245	8	123
2020	Saskatchewan	Kelsey Trail Health Region	11	229	6	127
2020	Saskatchewan	Prince Albert Parkland Health Region	19	609	41	299
2020	Saskatchewan	Prairie North Health Region	14	562	80	316
2020	Saskatchewan	Mamawetan Churchill River Health Region	8	88	2	32
2020	Saskatchewan	Keewatin Yatthé Health Region	6	49	0	23
2020	Saskatchewan	Athabasca Health Authority	5	14	1	6
2020	Alberta	South Zone	18	2229	32	1045
2020	Alberta	Calgary Zone	203	12483	202	4147
2020	Alberta	Central Zone	20	3145	324	1768
2020	Alberta	Edmonton Zone	271	12127	469	4801
2020	Alberta	North Zone	37	2297	45	1294
2020	British Columbia	East Kootenay HSDA	4	486	16	237
2020	British Columbia	Kootenay–Boundary HSDA	10	552	29	184
2020	British Columbia	Okanagan HSDA	37	2815	183	1414
2020	British Columbia	Thompson/Cariboo HSDA	23	1546	133	623
2020	British Columbia	Fraser East HSDA	33	1881	233	789
2020	British Columbia	Fraser North HSDA	41	3670	526	1259
2020	British Columbia	Fraser South HSDA	52	3975	434	1609
2020	British Columbia	Richmond HSDA	3	770	41	222
2020	British Columbia	Vancouver HSDA	137	7687	523	1339
2020	British Columbia	North Shore/Coast Garibaldi HSDA	24	1493	110	551
2020	British Columbia	South Vancouver Island HSDA	44	3305	120	993
2020	British Columbia	Central Vancouver Island HSDA	26	1899	131	849
2020	British Columbia	North Vancouver Island HSDA	14	924	38	344
2020	British Columbia	Northwest HSDA	9	462	13	157
2020	British Columbia	Northern Interior HSDA	20	1159	24	410
2020	British Columbia	Northeast HSDA	5	265	26	150
2020	Yukon	Yukon	6	338	0	0
2020	Northwest Territories/Nunavut	Northwest Territories/Nunavut	40	842	0	115
2021	Newfoundland and Labrador	Eastern Health	116	3440	0	1225
2021	Newfoundland and Labrador	Central Health	34	685	0	481
2021	Newfoundland and Labrador	Western Health	26	733	0	420
2021	Newfoundland and Labrador	Labrador–Grenfell Health	15	303	0	170
2021	Prince Edward Island	Prince Edward Island	0	0	0	693
2021	Prince Edward Island	Health PEI	0	0	0	693
2021	Nova Scotia	Western Zone	42	1355	0	993
2021	Nova Scotia	Northern Zone	27	1052	0	710
2021	Nova Scotia	Eastern Zone	43	1728	0	971
2021	Nova Scotia	Central Zone	104	4469	0	1505
2021	New Brunswick	Zone 1 (Moncton Area)	42	1958	0	561
2021	New Brunswick	Zone 2 (Saint John Area)	32	1667	0	612
2021	New Brunswick	Zone 3 (Fredericton Area)	34	1352	0	861
2021	New Brunswick	Zone 4 (Edmundston Area)	7	465	0	183
2021	New Brunswick	Zone 5 (Campbellton Area)	10	290	0	63
2021	New Brunswick	Zone 6 (Bathurst Area)	10	678	0	283
2021	New Brunswick	Zone 7 (Miramichi Area)	8	375	0	162
2021	Quebec	Bas-Saint-Laurent Region	12	1561	0	661
2021	Quebec	Saguenay–Lac-Saint-Jean Region	19	2339	0	832
2021	Quebec	Capitale-Nationale Region	99	8200	0	2407
2021	Quebec	Mauricie et Centre-du-Québec Region	59	3609	0	1420
2021	Quebec	Estrie Region	52	3768	0	1526
2021	Quebec	Montréal Region	287	21368	0	7321
2021	Quebec	Outaouais Region	36	1984	0	783
2021	Quebec	Abitibi-Témiscamingue Region	25	1107	0	444
2021	Quebec	Côte-Nord Region	6	742	0	264
2021	Quebec	Nord-du-Québec Region	1	131	0	42
2021	Quebec	Gaspésie–Îles-de-la-Madeleine Region	12	808	0	348
2021	Quebec	Chaudière-Appalaches Region	40	2502	0	1070
2021	Quebec	Laval Region	30	2524	0	1260
2021	Quebec	Lanaudière Region	57	2441	0	1185
2021	Quebec	Laurentides Region	53	3305	0	1692
2021	Quebec	Montérégie Region	122	7222	0	3243
2021	Quebec	Nunavik Region	0	235	0	11
2021	Quebec	Terres-Cries-de-la-Baie-James Region	0	233	0	0
2021	Ontario	Erie St. Clair LHIN	212	3846	0	2875
2021	Ontario	South West LHIN	324	7950	0	4076
2021	Ontario	Waterloo Wellington LHIN	190	3920	0	2842
2021	Ontario	Hamilton Niagara Haldimand Brant LHIN	371	9685	0	5658
2021	Ontario	Central West LHIN	82	2973	0	1579
2021	Ontario	Mississauga Halton LHIN	166	6534	0	3055
2021	Ontario	Toronto Central LHIN	696	16101	0	5182
2021	Ontario	Central LHIN	226	7742	0	4578
2021	Ontario	Central East LHIN	263	7097	0	5123
2021	Ontario	South East LHIN	168	4022	0	2129
2021	Ontario	Champlain LHIN	313	9951	0	4609
2021	Ontario	North Simcoe Muskoka LHIN	136	2943	0	2075
2021	Ontario	North East LHIN	245	4703	0	2959
2021	Ontario	North West LHIN	150	2402	0	1270
2021	Manitoba	Winnipeg Regional Health Authority	0	0	390	1464
2021	Manitoba	Prairie Mountain Health	0	0	239	928
2021	Manitoba	Interlake–Eastern Regional Health Authority	0	0	170	316
2021	Manitoba	Northern Health Region	0	0	13	131
2021	Manitoba	Southern Health — Santé Sud	0	0	79	531
2021	Saskatchewan	Sun Country Health Region	7	325	32	132
2021	Saskatchewan	Five Hills Health Region	9	320	44	103
2021	Saskatchewan	Cypress Health Region	8	255	12	155
2021	Saskatchewan	Regina Qu'Appelle Health Region	47	2702	233	929
2021	Saskatchewan	Sunrise Health Region	9	404	61	189
2021	Saskatchewan	Saskatoon Health Region	57	4079	114	861
2021	Saskatchewan	Heartland Health Region	5	236	7	117
2021	Saskatchewan	Kelsey Trail Health Region	15	228	6	119
2021	Saskatchewan	Prince Albert Parkland Health Region	19	608	43	282
2021	Saskatchewan	Prairie North Health Region	12	552	78	308
2021	Saskatchewan	Mamawetan Churchill River Health Region	8	93	2	32
2021	Saskatchewan	Keewatin Yatthé Health Region	7	51	0	21
2021	Saskatchewan	Athabasca Health Authority	6	15	1	4
2021	Alberta	South Zone	18	2214	31	1068
2021	Alberta	Calgary Zone	202	12499	191	4410
2021	Alberta	Central Zone	23	3117	320	1822
2021	Alberta	Edmonton Zone	292	11984	473	5011
2021	Alberta	North Zone	38	2255	43	1345
2021	British Columbia	East Kootenay HSDA	6	515	14	246
2021	British Columbia	Kootenay–Boundary HSDA	10	595	33	196
2021	British Columbia	Okanagan HSDA	49	2991	200	1484
2021	British Columbia	Thompson/Cariboo HSDA	27	1626	152	685
2021	British Columbia	Fraser East HSDA	35	1953	246	835
2021	British Columbia	Fraser North HSDA	51	3827	570	1370
2021	British Columbia	Fraser South HSDA	57	4243	472	1701
2021	British Columbia	Richmond HSDA	4	842	47	275
2021	British Columbia	Vancouver HSDA	179	8105	552	1503
2021	British Columbia	North Shore/Coast Garibaldi HSDA	21	1610	128	562
2021	British Columbia	South Vancouver Island HSDA	45	3545	131	1054
2021	British Columbia	Central Vancouver Island HSDA	38	2005	138	914
2021	British Columbia	North Vancouver Island HSDA	12	985	45	381
2021	British Columbia	Northwest HSDA	11	494	13	153
2021	British Columbia	Northern Interior HSDA	22	1214	30	431
2021	British Columbia	Northeast HSDA	5	259	24	150
2021	Yukon	Yukon	9	342	0	0
2021	Northwest Territories/Nunavut	Northwest Territories/Nunavut	45	894	0	0
2022	Newfoundland and Labrador	Eastern Health	133	3469	0	1247
2022	Newfoundland and Labrador	Central Health	39	650	0	498
2022	Newfoundland and Labrador	Western Health	27	727	0	418
2022	Newfoundland and Labrador	Labrador–Grenfell Health	16	309	0	170
2022	Prince Edward Island	Health PEI	53	0	0	712
2022	Nova Scotia	Western Zone	48	1371	0	1036
2022	Nova Scotia	Northern Zone	35	1060	0	750
2022	Nova Scotia	Eastern Zone	42	1738	0	1013
2022	Nova Scotia	Central Zone	124	4602	0	1543
2022	New Brunswick	Zone 1 (Moncton Area)	43	1905	0	574
2022	New Brunswick	Zone 2 (Saint John Area)	41	1646	0	648
2022	New Brunswick	Zone 3 (Fredericton Area)	39	1349	0	890
2022	New Brunswick	Zone 4 (Edmundston Area)	8	479	0	188
2022	New Brunswick	Zone 5 (Campbellton Area)	11	276	0	67
2022	New Brunswick	Zone 6 (Bathurst Area)	10	664	0	295
2022	New Brunswick	Zone 7 (Miramichi Area)	6	363	0	164
2022	Quebec	Bas-Saint-Laurent Region	15	1567	0	632
2022	Quebec	Saguenay–Lac-Saint-Jean Region	22	2336	0	819
2022	Quebec	Capitale-Nationale Region	127	8144	0	2296
2022	Quebec	Mauricie et Centre-du-Québec Region	80	3601	0	1376
2022	Quebec	Estrie Region	61	3743	0	1486
2022	Quebec	Montréal Region	361	21553	0	7343
2022	Quebec	Outaouais Region	38	1967	0	774
2022	Quebec	Abitibi-Témiscamingue Region	27	1106	0	428
2022	Quebec	Côte-Nord Region	6	731	0	252
2022	Quebec	Nord-du-Québec Region	2	129	0	39
2022	Quebec	Gaspésie–Îles-de-la-Madeleine Region	13	823	0	354
2022	Quebec	Chaudière-Appalaches Region	52	2571	0	1020
2022	Quebec	Laval Region	45	2614	0	1279
2022	Quebec	Lanaudière Region	58	2476	0	1222
2022	Quebec	Laurentides Region	68	3402	0	1667
2022	Quebec	Montérégie Region	154	7379	0	3215
2022	Quebec	Nunavik Region	3	250	0	12
2022	Quebec	Terres-Cries-de-la-Baie-James Region	0	235	0	4
2022	Ontario	Erie St. Clair LHIN	218	3744	0	2894
2022	Ontario	South West LHIN	335	8067	0	4205
2022	Ontario	Waterloo Wellington LHIN	207	3992	0	2859
2022	Ontario	Hamilton Niagara Haldimand Brant LHIN	398	9662	0	5649
2022	Ontario	Central West LHIN	88	2982	0	1796
2022	Ontario	Mississauga Halton LHIN	190	6767	0	3424
2022	Ontario	Toronto Central LHIN	745	16244	0	5670
2022	Ontario	Central LHIN	254	7890	0	4678
2022	Ontario	Central East LHIN	285	7058	0	5094
2022	Ontario	South East LHIN	192	3940	0	2193
2022	Ontario	Champlain LHIN	317	10180	0	4729
2022	Ontario	North Simcoe Muskoka LHIN	142	2973	0	2075
2022	Ontario	North East LHIN	257	4782	0	2981
2022	Ontario	North West LHIN	168	2368	0	1275
2022	Manitoba	Winnipeg Regional Health Authority	0	0	427	1429
2022	Manitoba	Prairie Mountain Health	0	0	234	863
2022	Manitoba	Interlake–Eastern Regional Health Authority	0	0	172	291
2022	Manitoba	Northern Health Region	0	0	11	124
2022	Manitoba	Southern Health — Santé Sud	0	0	74	486
2022	Saskatchewan	Sun Country Health Region	8	321	29	125
2022	Saskatchewan	Five Hills Health Region	9	317	48	92
2022	Saskatchewan	Cypress Health Region	10	256	7	155
2022	Saskatchewan	Regina Qu'Appelle Health Region	60	2811	229	936
2022	Saskatchewan	Sunrise Health Region	12	406	54	185
2022	Saskatchewan	Saskatoon Health Region	55	4206	109	868
2022	Saskatchewan	Heartland Health Region	7	236	7	120
2022	Saskatchewan	Kelsey Trail Health Region	16	233	6	119
2022	Saskatchewan	Prince Albert Parkland Health Region	23	604	42	285
2022	Saskatchewan	Prairie North Health Region	14	544	69	315
2022	Saskatchewan	Mamawetan Churchill River Health Region	9	95	1	33
2022	Saskatchewan	Keewatin Yatthé Health Region	7	45	1	19
2022	Saskatchewan	Athabasca Health Authority	5	12	1	5
2022	Alberta	South Zone	19	2246	34	1048
2022	Alberta	Calgary Zone	206	12593	192	4488
2022	Alberta	Central Zone	30	3035	312	1816
2022	Alberta	Edmonton Zone	285	11986	489	5170
2022	Alberta	North Zone	40	2215	47	1317
2022	British Columbia	East Kootenay HSDA	9	533	15	256
2022	British Columbia	Kootenay–Boundary HSDA	9	596	35	181
2022	British Columbia	Okanagan HSDA	51	3079	209	1471
2022	British Columbia	Thompson/Cariboo HSDA	30	1581	151	681
2022	British Columbia	Fraser East HSDA	42	1961	241	890
2022	British Columbia	Fraser North HSDA	62	3876	608	1407
2022	British Columbia	Fraser South HSDA	63	4309	473	1812
2022	British Columbia	Richmond HSDA	10	812	50	296
2022	British Columbia	Vancouver HSDA	185	8321	588	1617
2022	British Columbia	North Shore/Coast Garibaldi HSDA	29	1611	136	550
2022	British Columbia	South Vancouver Island HSDA	60	3599	133	1032
2022	British Columbia	Central Vancouver Island HSDA	45	2015	151	909
2022	British Columbia	North Vancouver Island HSDA	18	1038	55	385
2022	British Columbia	Northwest HSDA	14	493	14	142
2022	British Columbia	Northern Interior HSDA	27	1239	32	426
2022	British Columbia	Northeast HSDA	4	260	28	145
2022	Yukon	Yukon	12	360	0	0
2022	Northwest Territories/Nunavut	Northwest Territories/Nunavut	0	1000	0	120
